lat,lon,temp
58,0,45.99903560000001
58,1,45.99903560000001
58,2,44.46092659999999
58,3,42.30415598000002
58,4,36.99255290000002
58,5,26.86837766000002
58,6,24.636410599999977
58,7,24.636410599999977
58,8,24.407403260000024
58,9,24.407403260000024
58,10,24.41423930000002
58,11,24.359550979999995
58,12,24.277518500000042
58,13,24.23308424000004
58,14,24.171559880000018
58,15,24.144215720000034
58,16,24.106617500000027
58,17,23.96989670000005
58,18,23.87419213999999
58,19,23.956224620000057
58,20,23.956224620000057
58,21,23.956224620000057
58,22,23.925462440000047
58,23,23.846847980000007
58,24,23.846847980000007
58,25,23.802413720000004
58,26,23.781905600000016
58,27,23.77506956000002
58,28,23.730635300000017
58,29,23.42984954000002
58,30,23.41275944000006
58,31,23.337563000000046
58,32,23.361489140000003
58,33,23.241858439999987
58,34,23.258948540000006
58,35,23.258948540000006
58,36,23.207678240000007
58,37,23.26578458000006
58,38,23.258948540000006
58,39,23.258948540000006
58,40,23.224768340000026
58,41,23.31021884000006
58,42,23.30338280000001
58,43,23.330726959999993
58,44,23.49479192000001
58,45,23.419595479999998
58,46,23.405923400000006
58,47,23.48111984000002
58,48,23.60758658000003
58,49,23.669110939999996
58,50,23.82292184000005
58,51,23.788741640000012
58,52,23.682783019999988
58,53,23.477701819999993
58,54,23.477701819999993
58,55,23.491373899999985
58,56,23.57340638000005
58,57,23.703291140000033
58,58,23.703291140000033
57,0,45.99903560000001
57,1,45.99903560000001
57,2,44.46092659999999
57,3,42.30415598000002
57,4,36.99255290000002
57,5,26.86837766000002
57,6,24.636410599999977
57,7,24.636410599999977
57,8,24.407403260000024
57,9,24.41423930000002
57,10,24.41423930000002
57,11,24.359550979999995
57,12,24.277518500000042
57,13,24.23308424000004
57,14,24.171559880000018
57,15,24.144215720000034
57,16,24.106617500000027
57,17,23.96989670000005
57,18,23.87419213999999
57,19,23.956224620000057
57,20,23.908372340000028
57,21,23.956224620000057
57,22,23.925462440000047
57,23,23.846847980000007
57,24,23.802413720000004
57,25,23.802413720000004
57,26,23.781905600000016
57,27,23.77506956000002
57,28,23.730635300000017
57,29,23.42984954000002
57,30,23.52892562605232
57,31,23.47600412553611
57,32,23.455775104392455
57,33,23.32029711853495
57,34,23.293901871642966
57,35,23.249988179583074
57,36,23.257964907415236
57,37,23.263381471025962
57,38,23.284798050611606
57,39,23.259527739731602
57,40,23.23779240647812
57,41,23.275178211795414
57,42,23.276747889319914
57,43,23.34541556173148
57,44,23.47357306873586
57,45,23.416393186838036
57,46,23.409942933979533
57,47,23.482524263926095
57,48,23.596910117524338
57,49,23.615189879326742
57,50,23.721167107578523
57,51,23.830244489510413
57,52,23.795939948649405
57,53,23.62711487245707
57,54,23.493624659395962
57,55,23.48968953144354
57,56,23.570821910878575
57,57,23.67594698000005
57,58,23.67594698000005
56,0,45.99903560000001
56,1,45.99903560000001
56,2,44.46092659999999
56,3,42.30415598000002
56,4,36.99255290000002
56,5,26.86837766000002
56,6,25.008974780000017
56,7,24.636410599999977
56,8,24.407403260000024
56,9,24.41423930000002
56,10,24.431849394800356
56,11,24.333649577206852
56,12,24.31394884109183
56,13,24.257246165804254
56,14,24.19716688047739
56,15,24.15135264350942
56,16,24.10983123643598
56,17,24.079178819536477
56,18,23.986752871214172
56,19,23.8978980157526
56,20,23.946897624467287
56,21,23.94129700641229
56,22,23.907180469009496
56,23,23.84199361984483
56,24,23.812610001925957
56,25,23.75324360185996
56,26,23.719475136743227
56,27,23.699540011726615
56,28,23.60585450773047
56,29,23.381376262838863
56,30,23.348603906176713
56,31,23.326268021099565
56,32,23.30401193665526
56,33,23.260184121579222
56,34,23.241820079497717
56,35,23.25174062423545
56,36,23.261091978082213
56,37,23.2865568577663
56,38,23.290861510056402
56,39,23.2878235777898
56,40,23.253607804226718
56,41,23.21716517654285
56,42,23.19160883631436
56,43,23.225586467478234
56,44,23.358592449536157
56,45,23.36671096148159
56,46,23.383955300288925
56,47,23.49766429433127
56,48,23.59189366272019
56,49,23.617306744547754
56,50,23.606818472853842
56,51,23.69274423912659
56,52,23.694406582400198
56,53,23.591626057952336
56,54,23.53898345155516
56,55,23.52307199649038
56,56,23.540626478012285
56,57,23.652020839999977
56,58,23.652020839999977
55,0,45.99903560000001
55,1,45.551232085659684
55,2,44.21929256945828
55,3,42.55029881838899
55,4,38.00797068465721
55,5,29.13381750365361
55,6,25.530094501726587
55,7,24.828847932795277
55,8,24.562761844862997
55,9,24.445283545278535
55,10,24.415059859734676
55,11,24.379074080257546
55,12,24.355356554977096
55,13,24.27779576598204
55,14,24.201708774744752
55,15,24.174165126297368
55,16,24.060393021152645
55,17,23.97611083393287
55,18,23.950222774636977
55,19,23.954594990784745
55,20,23.92670927242068
55,21,23.919539005607536
55,22,23.90442787347763
55,23,23.843412317754883
55,24,23.79421474614756
55,25,23.753808124222832
55,26,23.70005808524173
55,27,23.646412157180986
55,28,23.509535088153257
55,29,23.301672417780267
55,30,23.279832018718707
55,31,23.336689197928703
55,32,23.321776701419772
55,33,23.321350440271758
55,34,23.24915004503027
55,35,23.26771772273562
55,36,23.292576684625423
55,37,23.311587353933085
55,38,23.268960921824483
55,39,23.29847916965815
55,40,23.236110794489104
55,41,23.20838026870225
55,42,23.196043664326393
55,43,23.21842157752814
55,44,23.32517230111784
55,45,23.346188132841252
55,46,23.331298610289853
55,47,23.485640242488046
55,48,23.554673761738094
55,49,23.55729327496128
55,50,23.581279974160665
55,51,23.630960438220153
55,52,23.706195493882472
55,53,23.6606365613738
55,54,23.559446899505918
55,55,23.52836482109013
55,56,23.502943124474072
55,57,23.457193700000005
55,58,23.457193700000005
54,0,42.57759758000003
54,1,42.42908233575998
54,2,41.73380876115492
54,3,42.944220609873895
54,4,41.29454967153647
54,5,32.77054603230093
54,6,26.689435380836507
54,7,25.05531819296248
54,8,24.74228202528771
54,9,24.570504774462584
54,10,24.46663037306073
54,11,24.412242339738558
54,12,24.32430005766556
54,13,24.30176996786667
54,14,24.248502998368135
54,15,24.216000475412315
54,16,24.036197717753293
54,17,23.973207673006627
54,18,23.991742789266198
54,19,23.985360776058968
54,20,23.94411191809932
54,21,23.871441145539674
54,22,23.825742307571538
54,23,23.804430840922148
54,24,23.766278388168843
54,25,23.711920179855788
54,26,23.637045206688867
54,27,23.574486676788418
54,28,23.524116186166758
54,29,23.443370686817797
54,30,23.429923922811817
54,31,23.438827131309218
54,32,23.397424602207312
54,33,23.396672211481377
54,34,23.427336147648845
54,35,23.336436019996967
54,36,23.321982364137785
54,37,23.395652752389164
54,38,23.277512293196832
54,39,23.261368482056476
54,40,23.262115842303626
54,41,23.120038589004704
54,42,23.02509611242632
54,43,23.07035037390998
54,44,23.22442652758723
54,45,23.301586783235276
54,46,23.29317804323265
54,47,23.403487609762145
54,48,23.530170221974885
54,49,23.504921060512252
54,50,23.45432929366097
54,51,23.58973781513499
54,52,23.689532308377878
54,53,23.750357468979264
54,54,23.685044337299917
54,55,23.653054994711468
54,56,23.65772834374377
54,57,23.771651539999993
54,58,23.49479192000001
53,0,42.669884120000006
53,1,42.299964867582474
