lat,lon,temp
67,0,41.883739520000006
67,1,41.37103652000002
67,2,41.37103652000002
67,3,38.78359538000001
67,4,39.94914019999999
67,5,40.82757134000002
67,6,40.82757134000002
67,7,42.14009102
67,8,44.754876319999994
67,9,45.80420846000004
67,10,42.35884429999999
67,11,42.35884429999999
67,12,38.769923300000016
67,13,37.82996780000002
67,14,38.25038426000003
67,15,38.25038426000003
67,16,37.79236958000001
67,17,38.15467970000003
67,18,38.151261680000005
67,19,37.72400918000005
67,20,37.72400918000005
67,21,37.88123810000002
67,22,38.89639004000003
67,23,41.641060100000004
67,24,41.641060100000004
67,25,42.14692706000005
67,26,41.097594920000006
67,27,38.332416739999985
67,28,32.44316828000001
67,29,32.44316828000001
67,30,26.119831280000028
67,31,25.06708112000001
67,32,24.892762100000027
67,33,24.88934408
67,34,24.88934408
67,35,24.817565660000014
67,36,24.74236922
67,37,24.632992580000007
67,38,24.632992580000007
67,39,24.756041299999993
67,40,24.783385459999977
67,41,24.73895120000003
67,42,24.807311600000048
67,43,24.807311600000048
67,44,24.756041299999993
67,45,24.687680900000032
67,46,24.64324664000003
67,47,24.64324664000003
67,48,24.47918168000001
67,49,24.451837520000026
67,50,24.59197634000003
67,51,24.53386999999998
67,52,24.53386999999998
67,53,24.506525839999995
67,54,24.41765731999999
67,55,24.462091579999992
67,56,24.462091579999992
67,57,24.342460880000033
67,58,24.315116719999992
67,59,24.43132939999998
67,60,24.373223059999987
67,61,24.373223059999987
67,62,24.31853474000002
67,63,24.352714940000055
67,64,24.427911380000012
67,65,24.427911380000012
67,66,24.506525839999995
67,67,24.550960099999998
67,68,24.523615940000013
67,69,24.438165440000034
67,70,24.438165440000034
67,71,24.366387020000047
67,72,24.06901928000002
67,73,23.97673273999999
67,74,23.97673273999999
67,75,23.963060659999996
67,76,24.02116699999999
67,77,24.05534720000003
67,78,24.072437300000047
67,79,24.072437300000047
67,80,24.010912940000026
67,81,23.908372340000028
67,82,23.956224620000057
67,83,23.956224620000057
67,84,24.11687156000005
67,85,24.29460860000006
67,86,24.34929692000003
67,87,24.321952760000045
67,88,24.321952760000045
67,89,24.335624840000037
67,90,24.376641080000013
67,91,24.31853474000002
67,92,24.31853474000002
67,93,24.31853474000002
66,0,40.97796421999999
66,1,40.86559638029773
66,2,40.16538993474141
66,3,39.1439688156604
66,4,39.915743354999094
66,5,40.43364138387974
66,6,41.347829610886684
66,7,42.56601821226825
66,8,44.24854153150241
66,9,44.68004016979573
66,10,43.177531981517696
66,11,40.718803737682684
66,12,38.51854910858002
66,13,37.847236079594
66,14,38.094710771561985
66,15,38.00955621449279
66,16,37.842592060083334
66,17,38.075684873035165
66,18,38.20293932961696
66,19,38.091114754285954
66,20,37.974778511559975
66,21,38.18593236036355
66,22,38.86466446401626
66,23,41.12142651530088
66,24,42.08968385779443
66,25,41.93630118866416
66,26,40.99941392128065
66,27,39.356852759562585
66,28,35.72334091940753
66,29,30.279001195325115
66,30,26.095544747535946
66,31,25.167639153780122
66,32,24.975845367594463
66,33,24.89532485675712
66,34,24.868391468990332
66,35,24.814693063068027
66,36,24.77324361602743
66,37,24.661677840477
66,38,24.64266513250922
66,39,24.741828863243743
66,40,24.78024646753283
66,41,24.7478379205727
66,42,24.78375915021893
66,43,24.797772109389097
66,44,24.748020464751075
66,45,24.676564154754175
66,46,24.64974019053538
66,47,24.591153027205337
66,48,24.490476099223656
66,49,24.468375024328033
66,50,24.554962583476406
66,51,24.55972904330423
66,52,24.52575747896033
66,53,24.50475419702344
66,54,24.440433742718255
66,55,24.449808657627692
66,56,24.409577113192345
66,57,24.344317070210998
66,58,24.3223778641458
66,59,24.403757070735445
66,60,24.39975480923995
66,61,24.355872424391862
66,62,24.32157986748216
66,63,24.348334174527118
66,64,24.405916451908578
66,65,24.46279714548267
66,66,24.516018634240787
66,67,24.54976639484254
66,68,24.528540731100797
66,69,24.474667622784672
66,70,24.411729393615694
66,71,24.318717918444516
66,72,24.02136468901921
66,73,23.947096365752174
66,74,23.948836692191378
66,75,23.97282310142566
66,76,23.985945705908208
66,77,23.97305541017837
66,78,24.072853247414233
66,79,24.142156645182347
66,80,24.13974243482698
66,81,24.053003647288005
66,82,24.047949423583237
66,83,24.05945386339946
66,84,24.1060696627377
66,85,24.17550000159413
66,86,24.158945061836988
66,87,24.15713039635593
66,88,24.198180679548205
66,89,24.24466453400216
66,90,24.208870421298435
66,91,24.270121900286654
66,92,24.23992027999998
66,93,24.23992027999998
65,0,39.79532930000005
65,1,39.88645937264065
65,2,40.044896962527766
65,3,40.28517476267704
65,4,41.469053846240534
65,5,41.50645493531422
65,6,41.73812868960011
65,7,42.22836420951951
65,8,42.932509265296844
65,9,42.99196868605897
65,10,42.33682006414761
65,11,39.966291782595334
65,12,37.85608775989469
65,13,37.163062000801546
65,14,37.03631526949964
65,15,37.407741985871354
65,16,37.37020958943737
65,17,37.606009855931724
65,18,38.05664360467233
65,19,38.25022965305706
