lat,lon,temp
67,0,-19.004868759999965
67,1,-19.821775539999976
67,2,-19.821775539999976
67,3,-21.000992439999976
67,4,-20.68653459999996
67,5,-20.324224479999998
67,6,-20.324224479999998
67,7,-19.975586439999972
67,8,-19.685054739999998
67,9,-19.760251179999983
67,10,-19.599604239999962
67,11,-19.599604239999962
67,12,-19.644038499999965
67,13,-19.81493949999998
67,14,-18.919418259999986
67,15,-18.919418259999986
67,16,-19.391105019999998
67,17,-19.955078319999984
67,18,-17.788053639999987
67,19,-14.212804720000008
67,20,-14.212804720000008
67,21,-13.505274579999991
67,22,-13.833404499999972
67,23,-14.756269900000007
67,24,-14.756269900000007
67,25,-15.521906379999962
67,26,-14.547770679999985
67,27,-9.680510199999958
67,28,-10.025730220000014
67,29,-10.025730220000014
67,30,-10.869981159999952
67,31,-10.88707125999997
67,32,-11.26647147999995
67,33,-11.163930879999953
67,34,-11.163930879999953
67,35,-10.996447899999964
67,36,-10.661481939999987
67,37,-8.87043946
67,38,-8.87043946
67,39,-6.65898052
67,40,-4.628676639999981
67,41,-3.206780320000007
67,42,-3.193108240000015
67,43,-3.193108240000015
67,44,-1.1833124799999837
67,45,1.6912423400000307
67,46,0.09502700000001596
67,47,0.09502700000001596
67,48,-1.7028515199999674
67,49,-3.6579589599999736
67,50,-0.5954130399999826
67,51,0.07110086000000138
67,52,0.07110086000000138
67,53,-0.18183261999996603
67,54,2.2107813800000145
67,55,2.241543560000025
67,56,2.241543560000025
67,57,0.9563680400000294
67,58,0.491517320000014
67,59,-0.4928724399999851
67,60,-1.4670081399999617
67,61,-1.4670081399999617
67,62,-1.2140746599999943
67,63,-2.0856697599999734
67,64,-2.0412354999999707
67,65,-2.0412354999999707
67,66,-2.1574481799999603
67,67,-2.9709369400000014
67,68,-2.697495339999989
67,69,-0.5612328400000024
67,70,-0.5612328400000024
67,71,0.6214020800000526
67,72,4.268429420000018
67,73,3.9539715800000295
67,74,3.9539715800000295
67,75,4.032586040000012
67,76,2.8328610199999957
67,77,1.335768260000009
67,78,0.9358599199999844
67,79,0.9358599199999844
67,80,0.09844501999998556
67,81,-1.2140746599999943
67,82,-1.839572320000002
67,83,-1.839572320000002
67,84,-2.90941257999998
